tree,run,arm,seed,benchmark,result_dir,suite_or_task,tag,n_episodes,successes,success_rate,se,checkpoint_step,source_path,is_full_protocol
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,libero,libero,libero_goal,,100,97,0.97000000,0.01705872,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/libero/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,libero,libero,libero_object,,100,100,1.00000000,0.00000000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/libero/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,libero,libero,libero_spatial,,100,97,0.97000000,0.01705872,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/libero/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_control,encoder/mlm,42,libero,libero,libero_10,,100,92,0.92000000,0.02712932,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_control/results/libero/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_control,encoder/mlm,42,libero,libero,libero_goal,,100,98,0.98000000,0.01400000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_control/results/libero/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_control,encoder/mlm,42,libero,libero,libero_object,,100,99,0.99000000,0.00994987,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_control/results/libero/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_control,encoder/mlm,42,libero,libero,libero_spatial,,100,99,0.99000000,0.00994987,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_control/results/libero/overall_results.json,False
starVLA,ervla_n_overlap18_structaux_cot,CoT-trace,42,libero,libero,libero_10,,100,95,0.95000000,0.02179449,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_n_overlap18_structaux_cot/results/libero/overall_results.json,False
starVLA,ervla_n_overlap18_structaux_cot,CoT-trace,42,libero,libero,libero_goal,,100,98,0.98000000,0.01400000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_n_overlap18_structaux_cot/results/libero/overall_results.json,False
starVLA,ervla_n_overlap18_structaux_cot,CoT-trace,42,libero,libero,libero_object,,100,98,0.98000000,0.01400000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_n_overlap18_structaux_cot/results/libero/overall_results.json,False
starVLA,ervla_n_overlap18_structaux_cot,CoT-trace,42,libero,libero,libero_spatial,,100,95,0.95000000,0.02179449,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_n_overlap18_structaux_cot/results/libero/overall_results.json,False
starVLA,ervla_o_split14_pi_cot,CoT-trace,42,libero,libero,libero_10,,100,67,0.67000000,0.04702127,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_o_split14_pi_cot/results/libero/overall_results.json,False
starVLA,ervla_o_split14_pi_cot,CoT-trace,42,libero,libero,libero_goal,,100,47,0.47000000,0.04990992,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_o_split14_pi_cot/results/libero/overall_results.json,False
starVLA,ervla_o_split14_pi_cot,CoT-trace,42,libero,libero,libero_object,,100,72,0.72000000,0.04489989,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_o_split14_pi_cot/results/libero/overall_results.json,False
starVLA,ervla_o_split14_pi_cot,CoT-trace,42,libero,libero,libero_spatial,,100,88,0.88000000,0.03249615,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_o_split14_pi_cot/results/libero/overall_results.json,False
starVLA,ervla_o_split14_pi_cot_masked,CoT-trace,42,libero,libero,libero_10,,100,92,0.92000000,0.02712932,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_o_split14_pi_cot_masked/results/libero/overall_results.json,False
starVLA,ervla_o_split14_pi_cot_masked,CoT-trace,42,libero,libero,libero_goal,,100,97,0.97000000,0.01705872,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_o_split14_pi_cot_masked/results/libero/overall_results.json,False
starVLA,ervla_o_split14_pi_cot_masked,CoT-trace,42,libero,libero,libero_object,,100,97,0.97000000,0.01705872,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_o_split14_pi_cot_masked/results/libero/overall_results.json,False
starVLA,ervla_o_split14_pi_cot_masked,CoT-trace,42,libero,libero,libero_spatial,,100,96,0.96000000,0.01959592,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_o_split14_pi_cot_masked/results/libero/overall_results.json,False
starVLA,ervla_p_causal_pi_masked,causal,42,libero,libero,libero_10,,100,92,0.92000000,0.02712932,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_p_causal_pi_masked/results/libero/overall_results.json,False
starVLA,ervla_p_causal_pi_masked,causal,42,libero,libero,libero_goal,,100,99,0.99000000,0.00994987,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_p_causal_pi_masked/results/libero/overall_results.json,False
starVLA,ervla_p_causal_pi_masked,causal,42,libero,libero,libero_object,,100,99,0.99000000,0.00994987,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_p_causal_pi_masked/results/libero/overall_results.json,False
starVLA,ervla_p_causal_pi_masked,causal,42,libero,libero,libero_spatial,,100,97,0.97000000,0.01705872,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_p_causal_pi_masked/results/libero/overall_results.json,False
starVLA,ervla_pi_bidir_actiononly_pifix_nolatent_nodrop_2gpu_s42,encoder,42,libero,libero,libero_10,,100,90,0.90000000,0.03000000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_bidir_actiononly_pifix_nolatent_nodrop_2gpu_s42/results/libero/overall_results.json,False
starVLA,ervla_pi_bidir_actiononly_pifix_nolatent_nodrop_2gpu_s42,encoder,42,libero,libero,libero_goal,,100,98,0.98000000,0.01400000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_bidir_actiononly_pifix_nolatent_nodrop_2gpu_s42/results/libero/overall_results.json,False
starVLA,ervla_pi_bidir_actiononly_pifix_nolatent_nodrop_2gpu_s42,encoder,42,libero,libero,libero_object,,100,100,1.00000000,0.00000000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_bidir_actiononly_pifix_nolatent_nodrop_2gpu_s42/results/libero/overall_results.json,False
starVLA,ervla_pi_bidir_actiononly_pifix_nolatent_nodrop_2gpu_s42,encoder,42,libero,libero,libero_spatial,,100,99,0.99000000,0.00994987,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_bidir_actiononly_pifix_nolatent_nodrop_2gpu_s42/results/libero/overall_results.json,False
starVLA,ervla_pi_bidir_actiononly_pifix_nolatent_nodrop_2gpu_s43,encoder,43,libero,libero,libero_10,,100,97,0.97000000,0.01705872,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_bidir_actiononly_pifix_nolatent_nodrop_2gpu_s43/results/libero/overall_results.json,False
starVLA,ervla_pi_bidir_actiononly_pifix_nolatent_nodrop_2gpu_s43,encoder,43,libero,libero,libero_goal,,100,98,0.98000000,0.01400000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_bidir_actiononly_pifix_nolatent_nodrop_2gpu_s43/results/libero/overall_results.json,False
starVLA,ervla_pi_bidir_actiononly_pifix_nolatent_nodrop_2gpu_s43,encoder,43,libero,libero,libero_object,,100,100,1.00000000,0.00000000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_bidir_actiononly_pifix_nolatent_nodrop_2gpu_s43/results/libero/overall_results.json,False
starVLA,ervla_pi_bidir_actiononly_pifix_nolatent_nodrop_2gpu_s43,encoder,43,libero,libero,libero_spatial,,100,95,0.95000000,0.02179449,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_bidir_actiononly_pifix_nolatent_nodrop_2gpu_s43/results/libero/overall_results.json,False
starVLA,ervla_pi_bidir_actiononly_pifix_nolatent_nodrop_2gpu_s44,encoder,44,libero,libero,libero_10,,100,93,0.93000000,0.02551470,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_bidir_actiononly_pifix_nolatent_nodrop_2gpu_s44/results/libero/overall_results.json,False
starVLA,ervla_pi_bidir_actiononly_pifix_nolatent_nodrop_2gpu_s44,encoder,44,libero,libero,libero_goal,,100,99,0.99000000,0.00994987,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_bidir_actiononly_pifix_nolatent_nodrop_2gpu_s44/results/libero/overall_results.json,False
starVLA,ervla_pi_bidir_actiononly_pifix_nolatent_nodrop_2gpu_s44,encoder,44,libero,libero,libero_object,,100,100,1.00000000,0.00000000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_bidir_actiononly_pifix_nolatent_nodrop_2gpu_s44/results/libero/overall_results.json,False
starVLA,ervla_pi_bidir_actiononly_pifix_nolatent_nodrop_2gpu_s44,encoder,44,libero,libero,libero_spatial,,100,97,0.97000000,0.01705872,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_bidir_actiononly_pifix_nolatent_nodrop_2gpu_s44/results/libero/overall_results.json,False
starVLA,ervla_pi_causal_actiononly_pifix_nolatent_nodrop_2gpu_s42,causal,42,libero,libero,libero_10,,100,88,0.88000000,0.03249615,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_causal_actiononly_pifix_nolatent_nodrop_2gpu_s42/results/libero/overall_results.json,False
starVLA,ervla_pi_causal_actiononly_pifix_nolatent_nodrop_2gpu_s42,causal,42,libero,libero,libero_goal,,100,96,0.96000000,0.01959592,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_causal_actiononly_pifix_nolatent_nodrop_2gpu_s42/results/libero/overall_results.json,False
starVLA,ervla_pi_causal_actiononly_pifix_nolatent_nodrop_2gpu_s42,causal,42,libero,libero,libero_object,,100,100,1.00000000,0.00000000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_causal_actiononly_pifix_nolatent_nodrop_2gpu_s42/results/libero/overall_results.json,False
starVLA,ervla_pi_causal_actiononly_pifix_nolatent_nodrop_2gpu_s42,causal,42,libero,libero,libero_spatial,,100,97,0.97000000,0.01705872,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_causal_actiononly_pifix_nolatent_nodrop_2gpu_s42/results/libero/overall_results.json,False
starVLA,ervla_pi_causal_actiononly_pifix_nolatent_nodrop_2gpu_s43,causal,43,libero,libero,libero_10,,100,89,0.89000000,0.03128898,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_causal_actiononly_pifix_nolatent_nodrop_2gpu_s43/results/libero/overall_results.json,False
starVLA,ervla_pi_causal_actiononly_pifix_nolatent_nodrop_2gpu_s43,causal,43,libero,libero,libero_goal,,100,97,0.97000000,0.01705872,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_causal_actiononly_pifix_nolatent_nodrop_2gpu_s43/results/libero/overall_results.json,False
starVLA,ervla_pi_causal_actiononly_pifix_nolatent_nodrop_2gpu_s43,causal,43,libero,libero,libero_object,,100,99,0.99000000,0.00994987,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_causal_actiononly_pifix_nolatent_nodrop_2gpu_s43/results/libero/overall_results.json,False
starVLA,ervla_pi_causal_actiononly_pifix_nolatent_nodrop_2gpu_s43,causal,43,libero,libero,libero_spatial,,100,99,0.99000000,0.00994987,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_causal_actiononly_pifix_nolatent_nodrop_2gpu_s43/results/libero/overall_results.json,False
starVLA,ervla_pi_causal_actiononly_pifix_nolatent_nodrop_2gpu_s44,causal,44,libero,libero,libero_10,,100,96,0.96000000,0.01959592,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_causal_actiononly_pifix_nolatent_nodrop_2gpu_s44/results/libero/overall_results.json,False
starVLA,ervla_pi_causal_actiononly_pifix_nolatent_nodrop_2gpu_s44,causal,44,libero,libero,libero_goal,,100,99,0.99000000,0.00994987,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_causal_actiononly_pifix_nolatent_nodrop_2gpu_s44/results/libero/overall_results.json,False
starVLA,ervla_pi_causal_actiononly_pifix_nolatent_nodrop_2gpu_s44,causal,44,libero,libero,libero_object,,100,100,1.00000000,0.00000000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_causal_actiononly_pifix_nolatent_nodrop_2gpu_s44/results/libero/overall_results.json,False
starVLA,ervla_pi_causal_actiononly_pifix_nolatent_nodrop_2gpu_s44,causal,44,libero,libero,libero_spatial,,100,99,0.99000000,0.00994987,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_causal_actiononly_pifix_nolatent_nodrop_2gpu_s44/results/libero/overall_results.json,False
starVLA,ervla_q_pi_split14_base_cot,CoT-trace,42,libero,libero,libero_10,,100,92,0.92000000,0.02712932,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_q_pi_split14_base_cot/results/libero/overall_results.json,False
starVLA,ervla_q_pi_split14_base_cot,CoT-trace,42,libero,libero,libero_goal,,100,97,0.97000000,0.01705872,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_q_pi_split14_base_cot/results/libero/overall_results.json,False
starVLA,ervla_q_pi_split14_base_cot,CoT-trace,42,libero,libero,libero_object,,100,99,0.99000000,0.00994987,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_q_pi_split14_base_cot/results/libero/overall_results.json,False
starVLA,ervla_q_pi_split14_base_cot,CoT-trace,42,libero,libero,libero_spatial,,100,100,1.00000000,0.00000000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_q_pi_split14_base_cot/results/libero/overall_results.json,False
starVLA,ervla_r_pi_split18_base_cot,CoT-trace,42,libero,libero,libero_10,,100,89,0.89000000,0.03128898,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_r_pi_split18_base_cot/results/libero/overall_results.json,False
starVLA,ervla_r_pi_split18_base_cot,CoT-trace,42,libero,libero,libero_goal,,100,99,0.99000000,0.00994987,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_r_pi_split18_base_cot/results/libero/overall_results.json,False
starVLA,ervla_r_pi_split18_base_cot,CoT-trace,42,libero,libero,libero_object,,100,100,1.00000000,0.00000000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_r_pi_split18_base_cot/results/libero/overall_results.json,False
starVLA,ervla_r_pi_split18_base_cot,CoT-trace,42,libero,libero,libero_spatial,,100,99,0.99000000,0.00994987,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_r_pi_split18_base_cot/results/libero/overall_results.json,False
starVLA,ervla_s_pi_overlap18_base_cot,CoT-trace,42,libero,libero,libero_10,,100,93,0.93000000,0.02551470,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_s_pi_overlap18_base_cot/results/libero/overall_results.json,False
starVLA,ervla_s_pi_overlap18_base_cot,CoT-trace,42,libero,libero,libero_goal,,100,99,0.99000000,0.00994987,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_s_pi_overlap18_base_cot/results/libero/overall_results.json,False
starVLA,ervla_s_pi_overlap18_base_cot,CoT-trace,42,libero,libero,libero_object,,100,100,1.00000000,0.00000000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_s_pi_overlap18_base_cot/results/libero/overall_results.json,False
starVLA,ervla_s_pi_overlap18_base_cot,CoT-trace,42,libero,libero,libero_spatial,,100,99,0.99000000,0.00994987,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_s_pi_overlap18_base_cot/results/libero/overall_results.json,False
starVLA,ervla_t_pi_overlap18_structaux_cot,CoT-trace,42,libero,libero,libero_10,,100,90,0.90000000,0.03000000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_t_pi_overlap18_structaux_cot/results/libero/overall_results.json,False
starVLA,ervla_t_pi_overlap18_structaux_cot,CoT-trace,42,libero,libero,libero_goal,,100,100,1.00000000,0.00000000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_t_pi_overlap18_structaux_cot/results/libero/overall_results.json,False
starVLA,ervla_t_pi_overlap18_structaux_cot,CoT-trace,42,libero,libero,libero_object,,100,100,1.00000000,0.00000000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_t_pi_overlap18_structaux_cot/results/libero/overall_results.json,False
starVLA,ervla_t_pi_overlap18_structaux_cot,CoT-trace,42,libero,libero,libero_spatial,,100,100,1.00000000,0.00000000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_t_pi_overlap18_structaux_cot/results/libero/overall_results.json,False
starVLA,ervla_u_pi_layerwise_decoder_cot,CoT-trace,42,libero,libero,libero_10,,100,94,0.94000000,0.02374868,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_u_pi_layerwise_decoder_cot/results/libero/overall_results.json,False
starVLA,ervla_u_pi_layerwise_decoder_cot,CoT-trace,42,libero,libero,libero_goal,,100,100,1.00000000,0.00000000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_u_pi_layerwise_decoder_cot/results/libero/overall_results.json,False
starVLA,ervla_u_pi_layerwise_decoder_cot,CoT-trace,42,libero,libero,libero_object,,100,100,1.00000000,0.00000000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_u_pi_layerwise_decoder_cot/results/libero/overall_results.json,False
starVLA,ervla_u_pi_layerwise_decoder_cot,CoT-trace,42,libero,libero,libero_spatial,,100,98,0.98000000,0.01400000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_u_pi_layerwise_decoder_cot/results/libero/overall_results.json,False
starVLA,ervla_v5_gr00t_actiononly_s42,GR00T/other-backbone,42,libero,libero,libero_10,,100,85,0.85000000,0.03570714,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_v5_gr00t_actiononly_s42/results/libero/overall_results.json,False
starVLA,ervla_v5_gr00t_actiononly_s42,GR00T/other-backbone,42,libero,libero,libero_goal,,100,99,0.99000000,0.00994987,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_v5_gr00t_actiononly_s42/results/libero/overall_results.json,False
starVLA,ervla_v5_gr00t_actiononly_s42,GR00T/other-backbone,42,libero,libero,libero_object,,100,99,0.99000000,0.00994987,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_v5_gr00t_actiononly_s42/results/libero/overall_results.json,False
starVLA,ervla_v5_gr00t_actiononly_s42,GR00T/other-backbone,42,libero,libero,libero_spatial,,100,97,0.97000000,0.01705872,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_v5_gr00t_actiononly_s42/results/libero/overall_results.json,False
starVLA,ervla_v5_gr00t_actiononly_s43,GR00T/other-backbone,43,libero,libero,libero_10,,100,92,0.92000000,0.02712932,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_v5_gr00t_actiononly_s43/results/libero/overall_results.json,False
starVLA,ervla_v5_gr00t_actiononly_s43,GR00T/other-backbone,43,libero,libero,libero_goal,,100,99,0.99000000,0.00994987,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_v5_gr00t_actiononly_s43/results/libero/overall_results.json,False
